"Subject" "Activity" "Measurement" "Average"
1 "LAYING" "tBodyGyroJerkMag.mean" -0.96
1 "LAYING" "tBodyGyroJerkMag.std" -0.94
1 "LAYING" "fBodyAcc.mean.X" -0.94
1 "LAYING" "fBodyAcc.mean.Y" -0.87
1 "LAYING" "fBodyAcc.mean.Z" -0.88
1 "LAYING" "fBodyAcc.std.X" -0.92
1 "LAYING" "fBodyAcc.std.Y" -0.83
1 "LAYING" "fBodyAcc.std.Z" -0.81
1 "LAYING" "fBodyAcc.meanFreq.X" -0.16
1 "LAYING" "fBodyAcc.meanFreq.Y" 0.1
1 "LAYING" "fBodyAcc.meanFreq.Z" 0.09
1 "LAYING" "fBodyAccJerk.mean.X" -0.96
1 "LAYING" "fBodyAccJerk.mean.Y" -0.92
1 "LAYING" "fBodyAccJerk.mean.Z" -0.95
1 "LAYING" "fBodyAccJerk.std.X" -0.96
1 "LAYING" "fBodyAccJerk.std.Y" -0.93
1 "LAYING" "fBodyAccJerk.std.Z" -0.96
1 "LAYING" "fBodyAccJerk.meanFreq.X" 0.13
1 "LAYING" "fBodyAccJerk.meanFreq.Y" 0.02
1 "LAYING" "fBodyAccJerk.meanFreq.Z" 0.02
1 "LAYING" "fBodyGyro.mean.X" -0.85
1 "LAYING" "fBodyGyro.mean.Y" -0.95
1 "LAYING" "fBodyGyro.mean.Z" -0.91
1 "LAYING" "fBodyGyro.std.X" -0.88
1 "LAYING" "fBodyGyro.std.Y" -0.95
1 "LAYING" "fBodyGyro.std.Z" -0.92
1 "LAYING" "fBodyGyro.meanFreq.X" 0
1 "LAYING" "fBodyGyro.meanFreq.Y" -0.09
1 "LAYING" "fBodyGyro.meanFreq.Z" 0.01
1 "LAYING" "fBodyAccMag.mean" -0.86
1 "LAYING" "fBodyAccMag.std" -0.8
1 "LAYING" "fBodyAccMag.meanFreq" 0.09
1 "LAYING" "fBodyBodyAccJerkMag.mean" -0.93
1 "LAYING" "fBodyBodyAccJerkMag.std" -0.92
1 "LAYING" "fBodyBodyAccJerkMag.meanFreq" 0.27
1 "LAYING" "fBodyBodyGyroMag.mean" -0.86
1 "LAYING" "fBodyBodyGyroMag.std" -0.82
1 "LAYING" "fBodyBodyGyroMag.meanFreq" -0.14
1 "LAYING" "fBodyBodyGyroJerkMag.mean" -0.94
1 "LAYING" "fBodyBodyGyroJerkMag.std" -0.93
1 "LAYING" "fBodyBodyGyroJerkMag.meanFreq" 0.18
2 "WALKING" "tBodyAcc.mean.X" 0.28
2 "WALKING" "tBodyAcc.mean.Y" -0.02
2 "WALKING" "tBodyAcc.mean.Z" -0.11
2 "WALKING" "tBodyAcc.std.X" -0.42
2 "WALKING" "tBodyAcc.std.Y" -0.08
2 "WALKING" "tBodyAcc.std.Z" -0.43
2 "WALKING" "tGravityAcc.mean.X" 0.91
2 "WALKING" "tGravityAcc.mean.Y" -0.35
2 "WALKING" "tGravityAcc.mean.Z" 0.08
2 "WALKING" "tGravityAcc.std.X" -0.97
2 "WALKING" "tGravityAcc.std.Y" -0.97
2 "WALKING" "tGravityAcc.std.Z" -0.97
2 "WALKING" "tBodyAccJerk.mean.X" 0.06
2 "WALKING" "tBodyAccJerk.mean.Y" 0.02
2 "WALKING" "tBodyAccJerk.mean.Z" 0.01
2 "WALKING" "tBodyAccJerk.std.X" -0.28
2 "WALKING" "tBodyAccJerk.std.Y" -0.02
2 "WALKING" "tBodyAccJerk.std.Z" -0.59
2 "WALKING" "tBodyGyro.mean.X" -0.05
2 "WALKING" "tBodyGyro.mean.Y" -0.05
2 "WALKING" "tBodyGyro.mean.Z" 0.08
2 "WALKING" "tBodyGyro.std.X" -0.56
2 "WALKING" "tBodyGyro.std.Y" -0.54
2 "WALKING" "tBodyGyro.std.Z" -0.48
2 "WALKING" "tBodyGyroJerk.mean.X" -0.08
2 "WALKING" "tBodyGyroJerk.mean.Y" -0.05
2 "WALKING" "tBodyGyroJerk.mean.Z" -0.05
2 "WALKING" "tBodyGyroJerk.std.X" -0.39
2 "WALKING" "tBodyGyroJerk.std.Y" -0.63
2 "WALKING" "tBodyGyroJerk.std.Z" -0.44
2 "WALKING" "tBodyAccMag.mean" -0.29
2 "WALKING" "tBodyAccMag.std" -0.42
2 "WALKING" "tGravityAccMag.mean" -0.29
2 "WALKING" "tGravityAccMag.std" -0.42
2 "WALKING" "tBodyAccJerkMag.mean" -0.28
2 "WALKING" "tBodyAccJerkMag.std" -0.16
2 "WALKING" "tBodyGyroMag.mean" -0.45
2 "WALKING" "tBodyGyroMag.std" -0.55
2 "WALKING" "tBodyGyroJerkMag.mean" -0.55
2 "WALKING" "tBodyGyroJerkMag.std" -0.56
2 "WALKING" "fBodyAcc.mean.X" -0.35
2 "WALKING" "fBodyAcc.mean.Y" -0.02
2 "WALKING" "fBodyAcc.mean.Z" -0.45
2 "WALKING" "fBodyAcc.std.X" -0.46
2 "WALKING" "fBodyAcc.std.Y" -0.17
2 "WALKING" "fBodyAcc.std.Z" -0.46
2 "WALKING" "fBodyAcc.meanFreq.X" -0.15
2 "WALKING" "fBodyAcc.meanFreq.Y" 0.2
2 "WALKING" "fBodyAcc.meanFreq.Z" 0.07
2 "WALKING" "fBodyAccJerk.mean.X" -0.3
2 "WALKING" "fBodyAccJerk.mean.Y" -0.08
2 "WALKING" "fBodyAccJerk.mean.Z" -0.55
2 "WALKING" "fBodyAccJerk.std.X" -0.31
2 "WALKING" "fBodyAccJerk.std.Y" -0.02
2 "WALKING" "fBodyAccJerk.std.Z" -0.62
2 "WALKING" "fBodyAccJerk.meanFreq.X" -0.07
2 "WALKING" "fBodyAccJerk.meanFreq.Y" -0.26
2 "WALKING" "fBodyAccJerk.meanFreq.Z" -0.25
2 "WALKING" "fBodyGyro.mean.X" -0.43
2 "WALKING" "fBodyGyro.mean.Y" -0.55
2 "WALKING" "fBodyGyro.mean.Z" -0.4
2 "WALKING" "fBodyGyro.std.X" -0.6
2 "WALKING" "fBodyGyro.std.Y" -0.53
2 "WALKING" "fBodyGyro.std.Z" -0.56
2 "WALKING" "fBodyGyro.meanFreq.X" 0.01
2 "WALKING" "fBodyGyro.meanFreq.Y" -0.04
2 "WALKING" "fBodyGyro.meanFreq.Z" 0.14
2 "WALKING" "fBodyAccMag.mean" -0.32
2 "WALKING" "fBodyAccMag.std" -0.58
2 "WALKING" "fBodyAccMag.meanFreq" 0.39
2 "WALKING" "fBodyBodyAccJerkMag.mean" -0.17
2 "WALKING" "fBodyBodyAccJerkMag.std" -0.16
2 "WALKING" "fBodyBodyAccJerkMag.meanFreq" 0.21
2 "WALKING" "fBodyBodyGyroMag.mean" -0.53
2 "WALKING" "fBodyBodyGyroMag.std" -0.65
2 "WALKING" "fBodyBodyGyroMag.meanFreq" 0.31
2 "WALKING" "fBodyBodyGyroJerkMag.mean" -0.58
2 "WALKING" "fBodyBodyGyroJerkMag.std" -0.56
2 "WALKING" "fBodyBodyGyroJerkMag.meanFreq" 0.13
2 "WALKING_UPSTAIRS" "tBodyAcc.mean.X" 0.25
2 "WALKING_UPSTAIRS" "tBodyAcc.mean.Y" -0.02
2 "WALKING_UPSTAIRS" "tBodyAcc.mean.Z" -0.15
2 "WALKING_UPSTAIRS" "tBodyAcc.std.X" -0.3
2 "WALKING_UPSTAIRS" "tBodyAcc.std.Y" 0.11
2 "WALKING_UPSTAIRS" "tBodyAcc.std.Z" -0.11
2 "WALKING_UPSTAIRS" "tGravityAcc.mean.X" 0.79
2 "WALKING_UPSTAIRS" "tGravityAcc.mean.Y" -0.42
2 "WALKING_UPSTAIRS" "tGravityAcc.mean.Z" -0.2
2 "WALKING_UPSTAIRS" "tGravityAcc.std.X" -0.93
2 "WALKING_UPSTAIRS" "tGravityAcc.std.Y" -0.92
2 "WALKING_UPSTAIRS" "tGravityAcc.std.Z" -0.88
2 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.X" 0.07
2 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Y" -0.01
2 "WALKING_UPSTAIRS" "tBodyAccJerk.mean.Z" 0.02
2 "WALKING_UPSTAIRS" "tBodyAccJerk.std.X" -0.28
2 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Y" -0.19
2 "WALKING_UPSTAIRS" "tBodyAccJerk.std.Z" -0.57
2 "WALKING_UPSTAIRS" "tBodyGyro.mean.X" -0.06
2 "WALKING_UPSTAIRS" "tBodyGyro.mean.Y" -0.03
2 "WALKING_UPSTAIRS" "tBodyGyro.mean.Z" 0.07
2 "WALKING_UPSTAIRS" "tBodyGyro.std.X" -0.44
2 "WALKING_UPSTAIRS" "tBodyGyro.std.Y" -0.47
2 "WALKING_UPSTAIRS" "tBodyGyro.std.Z" -0.16
2 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.X" -0.08
2 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Y" -0.04
2 "WALKING_UPSTAIRS" "tBodyGyroJerk.mean.Z" -0.04
2 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.X" -0.46
2 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Y" -0.65
2 "WALKING_UPSTAIRS" "tBodyGyroJerk.std.Z" -0.47
2 "WALKING_UPSTAIRS" "tBodyAccMag.mean" -0.11
2 "WALKING_UPSTAIRS" "tBodyAccMag.std" -0.21
2 "WALKING_UPSTAIRS" "tGravityAccMag.mean" -0.11
2 "WALKING_UPSTAIRS" "tGravityAccMag.std" -0.21
2 "WALKING_UPSTAIRS" "tBodyAccJerkMag.mean" -0.32
2 "WALKING_UPSTAIRS" "tBodyAccJerkMag.std" -0.22
2 "WALKING_UPSTAIRS" "tBodyGyroMag.mean" -0.22
2 "WALKING_UPSTAIRS" "tBodyGyroMag.std" -0.38
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.mean" -0.57
2 "WALKING_UPSTAIRS" "tBodyGyroJerkMag.std" -0.6
2 "WALKING_UPSTAIRS" "fBodyAcc.mean.X" -0.27
2 "WALKING_UPSTAIRS" "fBodyAcc.mean.Y" 0.01
2 "WALKING_UPSTAIRS" "fBodyAcc.mean.Z" -0.28
2 "WALKING_UPSTAIRS" "fBodyAcc.std.X" -0.32
2 "WALKING_UPSTAIRS" "fBodyAcc.std.Y" 0.08
2 "WALKING_UPSTAIRS" "fBodyAcc.std.Z" -0.09
2 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.X" -0.28
2 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Y" -0.06
2 "WALKING_UPSTAIRS" "fBodyAcc.meanFreq.Z" -0.24
2 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.X" -0.26
2 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Y" -0.19
2 "WALKING_UPSTAIRS" "fBodyAccJerk.mean.Z" -0.52
2 "WALKING_UPSTAIRS" "fBodyAccJerk.std.X" -0.37
2 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Y" -0.24
2 "WALKING_UPSTAIRS" "fBodyAccJerk.std.Z" -0.63
2 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.X" -0.05
2 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.29
2 "WALKING_UPSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.37
2 "WALKING_UPSTAIRS" "fBodyGyro.mean.X" -0.33
2 "WALKING_UPSTAIRS" "fBodyGyro.mean.Y" -0.49
2 "WALKING_UPSTAIRS" "fBodyGyro.mean.Z" -0.25
2 "WALKING_UPSTAIRS" "fBodyGyro.std.X" -0.48
2 "WALKING_UPSTAIRS" "fBodyGyro.std.Y" -0.46
2 "WALKING_UPSTAIRS" "fBodyGyro.std.Z" -0.22
2 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.X" -0.12
2 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Y" -0.13
2 "WALKING_UPSTAIRS" "fBodyGyro.meanFreq.Z" -0.08
2 "WALKING_UPSTAIRS" "fBodyAccMag.mean" -0.15
2 "WALKING_UPSTAIRS" "fBodyAccMag.std" -0.37
2 "WALKING_UPSTAIRS" "fBodyAccMag.meanFreq" 0.11
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.mean" -0.19
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.std" -0.26
2 "WALKING_UPSTAIRS" "fBodyBodyAccJerkMag.meanFreq" -0.01
2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.mean" -0.45
2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.std" -0.44
2 "WALKING_UPSTAIRS" "fBodyBodyGyroMag.meanFreq" -0.02
2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.6
2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.std" -0.62
2 "WALKING_UPSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" 0.05
2 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.X" 0.28
2 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Y" -0.02
2 "WALKING_DOWNSTAIRS" "tBodyAcc.mean.Z" -0.12
2 "WALKING_DOWNSTAIRS" "tBodyAcc.std.X" 0.05
2 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Y" 0.26
2 "WALKING_DOWNSTAIRS" "tBodyAcc.std.Z" -0.1
2 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.X" 0.86
2 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Y" -0.33
2 "WALKING_DOWNSTAIRS" "tGravityAcc.mean.Z" -0.04
2 "WALKING_DOWNSTAIRS" "tGravityAcc.std.X" -0.94
2 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Y" -0.94
2 "WALKING_DOWNSTAIRS" "tGravityAcc.std.Z" -0.93
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.X" 0.11
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Y" 0
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.mean.Z" -0.02
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.X" 0.15
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Y" 0.13
2 "WALKING_DOWNSTAIRS" "tBodyAccJerk.std.Z" -0.34
2 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.X" -0.12
2 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Y" 0
2 "WALKING_DOWNSTAIRS" "tBodyGyro.mean.Z" 0.1
2 "WALKING_DOWNSTAIRS" "tBodyGyro.std.X" -0.32
2 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Y" -0.42
2 "WALKING_DOWNSTAIRS" "tBodyGyro.std.Z" -0.28
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.X" -0.06
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Y" -0.04
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.mean.Z" -0.07
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.X" -0.24
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Y" -0.47
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerk.std.Z" -0.22
2 "WALKING_DOWNSTAIRS" "tBodyAccMag.mean" 0.09
2 "WALKING_DOWNSTAIRS" "tBodyAccMag.std" 0.22
2 "WALKING_DOWNSTAIRS" "tGravityAccMag.mean" 0.09
2 "WALKING_DOWNSTAIRS" "tGravityAccMag.std" 0.22
2 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.mean" 0.01
2 "WALKING_DOWNSTAIRS" "tBodyAccJerkMag.std" 0.23
2 "WALKING_DOWNSTAIRS" "tBodyGyroMag.mean" -0.16
2 "WALKING_DOWNSTAIRS" "tBodyGyroMag.std" -0.27
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.mean" -0.41
2 "WALKING_DOWNSTAIRS" "tBodyGyroJerkMag.std" -0.34
2 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.X" 0.11
2 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.Y" 0.28
2 "WALKING_DOWNSTAIRS" "fBodyAcc.mean.Z" -0.13
2 "WALKING_DOWNSTAIRS" "fBodyAcc.std.X" 0.02
2 "WALKING_DOWNSTAIRS" "fBodyAcc.std.Y" 0.17
2 "WALKING_DOWNSTAIRS" "fBodyAcc.std.Z" -0.16
2 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.X" -0.27
2 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.Y" 0.01
2 "WALKING_DOWNSTAIRS" "fBodyAcc.meanFreq.Z" 0.09
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.X" 0.14
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.Y" 0.1
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.mean.Z" -0.27
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.X" 0.05
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.Y" 0.08
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.std.Z" -0.41
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.X" -0.14
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.Y" -0.36
2 "WALKING_DOWNSTAIRS" "fBodyAccJerk.meanFreq.Z" -0.23
2 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.X" -0.15
2 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.Y" -0.36
2 "WALKING_DOWNSTAIRS" "fBodyGyro.mean.Z" -0.09
2 "WALKING_DOWNSTAIRS" "fBodyGyro.std.X" -0.38
2 "WALKING_DOWNSTAIRS" "fBodyGyro.std.Y" -0.46
2 "WALKING_DOWNSTAIRS" "fBodyGyro.std.Z" -0.42
2 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.X" -0.04
2 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.Y" 0.08
2 "WALKING_DOWNSTAIRS" "fBodyGyro.meanFreq.Z" 0.14
2 "WALKING_DOWNSTAIRS" "fBodyAccMag.mean" 0.29
2 "WALKING_DOWNSTAIRS" "fBodyAccMag.std" -0.02
2 "WALKING_DOWNSTAIRS" "fBodyAccMag.meanFreq" 0.09
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.mean" 0.22
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.std" 0.23
2 "WALKING_DOWNSTAIRS" "fBodyBodyAccJerkMag.meanFreq" 0.02
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.mean" -0.32
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.std" -0.37
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroMag.meanFreq" 0.1
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.mean" -0.38
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.std" -0.34
2 "WALKING_DOWNSTAIRS" "fBodyBodyGyroJerkMag.meanFreq" -0.05
2 "SITTING" "tBodyAcc.mean.X" 0.28
2 "SITTING" "tBodyAcc.mean.Y" -0.02
2 "SITTING" "tBodyAcc.mean.Z" -0.11
2 "SITTING" "tBodyAcc.std.X" -0.99
2 "SITTING" "tBodyAcc.std.Y" -0.95
2 "SITTING" "tBodyAcc.std.Z" -0.96
2 "SITTING" "tGravityAcc.mean.X" 0.94
2 "SITTING" "tGravityAcc.mean.Y" -0.11
2 "SITTING" "tGravityAcc.mean.Z" 0.2
2 "SITTING" "tGravityAcc.std.X" -0.98
2 "SITTING" "tGravityAcc.std.Y" -0.96
2 "SITTING" "tGravityAcc.std.Z" -0.95
2 "SITTING" "tBodyAccJerk.mean.X" 0.07
2 "SITTING" "tBodyAccJerk.mean.Y" 0.01
2 "SITTING" "tBodyAccJerk.mean.Z" 0.01
2 "SITTING" "tBodyAccJerk.std.X" -0.99
2 "SITTING" "tBodyAccJerk.std.Y" -0.98
2 "SITTING" "tBodyAccJerk.std.Z" -0.99
2 "SITTING" "tBodyGyro.mean.X" -0.05
2 "SITTING" "tBodyGyro.mean.Y" -0.06
2 "SITTING" "tBodyGyro.mean.Z" 0.04
2 "SITTING" "tBodyGyro.std.X" -0.99
2 "SITTING" "tBodyGyro.std.Y" -0.98
2 "SITTING" "tBodyGyro.std.Z" -0.96
2 "SITTING" "tBodyGyroJerk.mean.X" -0.09
2 "SITTING" "tBodyGyroJerk.mean.Y" -0.04
2 "SITTING" "tBodyGyroJerk.mean.Z" -0.04
2 "SITTING" "tBodyGyroJerk.std.X" -0.99
2 "SITTING" "tBodyGyroJerk.std.Y" -0.99
2 "SITTING" "tBodyGyroJerk.std.Z" -0.99
2 "SITTING" "tBodyAccMag.mean" -0.97
2 "SITTING" "tBodyAccMag.std" -0.95
2 "SITTING" "tGravityAccMag.mean" -0.97
2 "SITTING" "tGravityAccMag.std" -0.95
2 "SITTING" "tBodyAccJerkMag.mean" -0.99
2 "SITTING" "tBodyAccJerkMag.std" -0.98
2 "SITTING" "tBodyGyroMag.mean" -0.95
2 "SITTING" "tBodyGyroMag.std" -0.96
2 "SITTING" "tBodyGyroJerkMag.mean" -0.99
2 "SITTING" "tBodyGyroJerkMag.std" -0.99
2 "SITTING" "fBodyAcc.mean.X" -0.99
2 "SITTING" "fBodyAcc.mean.Y" -0.96
2 "SITTING" "fBodyAcc.mean.Z" -0.97
2 "SITTING" "fBodyAcc.std.X" -0.99
2 "SITTING" "fBodyAcc.std.Y" -0.95
2 "SITTING" "fBodyAcc.std.Z" -0.96
2 "SITTING" "fBodyAcc.meanFreq.X" 0.09
2 "SITTING" "fBodyAcc.meanFreq.Y" 0.15
2 "SITTING" "fBodyAcc.meanFreq.Z" 0.1
2 "SITTING" "fBodyAccJerk.mean.X" -0.99
2 "SITTING" "fBodyAccJerk.mean.Y" -0.98
2 "SITTING" "fBodyAccJerk.mean.Z" -0.99
2 "SITTING" "fBodyAccJerk.std.X" -0.99
2 "SITTING" "fBodyAccJerk.std.Y" -0.98
2 "SITTING" "fBodyAccJerk.std.Z" -0.99
2 "SITTING" "fBodyAccJerk.meanFreq.X" 0.31
2 "SITTING" "fBodyAccJerk.meanFreq.Y" 0.03
2 "SITTING" "fBodyAccJerk.meanFreq.Z" 0.09
2 "SITTING" "fBodyGyro.mean.X" -0.98
2 "SITTING" "fBodyGyro.mean.Y" -0.98
2 "SITTING" "fBodyGyro.mean.Z" -0.96
2 "SITTING" "fBodyGyro.std.X" -0.99
2 "SITTING" "fBodyGyro.std.Y" -0.98
2 "SITTING" "fBodyGyro.std.Z" -0.96
2 "SITTING" "fBodyGyro.meanFreq.X" 0.13
2 "SITTING" "fBodyGyro.meanFreq.Y" -0.19
2 "SITTING" "fBodyGyro.meanFreq.Z" 0.04
2 "SITTING" "fBodyAccMag.mean" -0.96
2 "SITTING" "fBodyAccMag.std" -0.96
2 "SITTING" "fBodyAccMag.meanFreq" 0.13
2 "SITTING" "fBodyBodyAccJerkMag.mean" -0.98
2 "SITTING" "fBodyBodyAccJerkMag.std" -0.98
2 "SITTING" "fBodyBodyAccJerkMag.meanFreq" 0.28
2 "SITTING" "fBodyBodyGyroMag.mean" -0.97
2 "SITTING" "fBodyBodyGyroMag.std" -0.96
2 "SITTING" "fBodyBodyGyroMag.meanFreq" -0.11
2 "SITTING" "fBodyBodyGyroJerkMag.mean" -0.99
2 "SITTING" "fBodyBodyGyroJerkMag.std" -0.99
2 "SITTING" "fBodyBodyGyroJerkMag.meanFreq" 0.19
2 "STANDING" "tBodyAcc.mean.X" 0.28
2 "STANDING" "tBodyAcc.mean.Y" -0.02
2 "STANDING" "tBodyAcc.mean.Z" -0.11
2 "STANDING" "tBodyAcc.std.X" -0.99
2 "STANDING" "tBodyAcc.std.Y" -0.96
2 "STANDING" "tBodyAcc.std.Z" -0.95
2 "STANDING" "tGravityAcc.mean.X" 0.9
2 "STANDING" "tGravityAcc.mean.Y" -0.37
2 "STANDING" "tGravityAcc.mean.Z" 0.13
2 "STANDING" "tGravityAcc.std.X" -0.99
2 "STANDING" "tGravityAcc.std.Y" -0.97
2 "STANDING" "tGravityAcc.std.Z" -0.95
2 "STANDING" "tBodyAccJerk.mean.X" 0.07
2 "STANDING" "tBodyAccJerk.mean.Y" 0.01
2 "STANDING" "tBodyAccJerk.mean.Z" -0.01
2 "STANDING" "tBodyAccJerk.std.X" -0.98
2 "STANDING" "tBodyAccJerk.std.Y" -0.97
2 "STANDING" "tBodyAccJerk.std.Z" -0.98
2 "STANDING" "tBodyGyro.mean.X" -0.02
2 "STANDING" "tBodyGyro.mean.Y" -0.08
2 "STANDING" "tBodyGyro.mean.Z" 0.09
2 "STANDING" "tBodyGyro.std.X" -0.97
2 "STANDING" "tBodyGyro.std.Y" -0.97
2 "STANDING" "tBodyGyro.std.Z" -0.96
2 "STANDING" "tBodyGyroJerk.mean.X" -0.11
2 "STANDING" "tBodyGyroJerk.mean.Y" -0.04
2 "STANDING" "tBodyGyroJerk.mean.Z" -0.05
2 "STANDING" "tBodyGyroJerk.std.X" -0.98
2 "STANDING" "tBodyGyroJerk.std.Y" -0.98
2 "STANDING" "tBodyGyroJerk.std.Z" -0.97
2 "STANDING" "tBodyAccMag.mean" -0.97
2 "STANDING" "tBodyAccMag.std" -0.96
2 "STANDING" "tGravityAccMag.mean" -0.97
2 "STANDING" "tGravityAccMag.std" -0.96
2 "STANDING" "tBodyAccJerkMag.mean" -0.98
2 "STANDING" "tBodyAccJerkMag.std" -0.98
2 "STANDING" "tBodyGyroMag.mean" -0.96
2 "STANDING" "tBodyGyroMag.std" -0.95
2 "STANDING" "tBodyGyroJerkMag.mean" -0.98
2 "STANDING" "tBodyGyroJerkMag.std" -0.98
2 "STANDING" "fBodyAcc.mean.X" -0.98
2 "STANDING" "fBodyAcc.mean.Y" -0.96
2 "STANDING" "fBodyAcc.mean.Z" -0.96
2 "STANDING" "fBodyAcc.std.X" -0.99
2 "STANDING" "fBodyAcc.std.Y" -0.96
2 "STANDING" "fBodyAcc.std.Z" -0.95
2 "STANDING" "fBodyAcc.meanFreq.X" 0.11
2 "STANDING" "fBodyAcc.meanFreq.Y" 0.06
2 "STANDING" "fBodyAcc.meanFreq.Z" 0.1
2 "STANDING" "fBodyAccJerk.mean.X" -0.98
2 "STANDING" "fBodyAccJerk.mean.Y" -0.97
2 "STANDING" "fBodyAccJerk.mean.Z" -0.98
2 "STANDING" "fBodyAccJerk.std.X" -0.98
2 "STANDING" "fBodyAccJerk.std.Y" -0.97
2 "STANDING" "fBodyAccJerk.std.Z" -0.98
2 "STANDING" "fBodyAccJerk.meanFreq.X" 0.33
2 "STANDING" "fBodyAccJerk.meanFreq.Y" -0.06
2 "STANDING" "fBodyAccJerk.meanFreq.Z" 0.04
2 "STANDING" "fBodyGyro.mean.X" -0.97
2 "STANDING" "fBodyGyro.mean.Y" -0.97
2 "STANDING" "fBodyGyro.mean.Z" -0.96
2 "STANDING" "fBodyGyro.std.X" -0.97
2 "STANDING" "fBodyGyro.std.Y" -0.97
2 "STANDING" "fBodyGyro.std.Z" -0.97
2 "STANDING" "fBodyGyro.meanFreq.X" -0.11
2 "STANDING" "fBodyGyro.meanFreq.Y" -0.17
2 "STANDING" "fBodyGyro.meanFreq.Z" 0
2 "STANDING" "fBodyAccMag.mean" -0.96
2 "STANDING" "fBodyAccMag.std" -0.96
2 "STANDING" "fBodyAccMag.meanFreq" 0.12
2 "STANDING" "fBodyBodyAccJerkMag.mean" -0.98
2 "STANDING" "fBodyBodyAccJerkMag.std" -0.98
2 "STANDING" "fBodyBodyAccJerkMag.meanFreq" 0.3
2 "STANDING" "fBodyBodyGyroMag.mean" -0.96
